,pick,class,player,minutes_per,off_reb_per,def_reb_per,assist_per,block_per,steal_per,free_throw_per,two_point_per,three_point_per
206,7,So,Greg Monroe,85.6,8.6,25.2,22.4,4.9,2.2,54.3,0.545,0.259
207,28,Sr,Greivis Vasquez,84.8,3.9,10.3,35.3,1.0,2.9,31.8,0.472,0.36
208,56,Sr,Hamady Ndiaye,70.3,9.3,17.2,3.2,14.6,0.9,60.3,0.5820000000000001,0.0
209,45,Fr,Hamidou Diallo,61.8,4.2,11.5,9.5,1.6,1.8,40.3,0.458,0.338
210,7,So,Harrison Barnes,72.9,6.9,11.0,7.2,1.1,2.0,37.4,0.469,0.358
211,2,Jr,Hasheem Thabeet,75.1,13.4,21.7,3.0,11.9,1.2,78.3,0.644,0.0
212,33,Fr,Hassan Whiteside,65.6,12.0,24.0,1.8,18.3,1.2,58.8,0.504,0.6
213,18,Fr,Henry Ellenson,82.6,7.8,24.1,11.0,4.4,1.4,43.9,0.495,0.28800000000000003
214,47,Fr,Henry Walker,64.3,9.8,15.6,14.7,2.1,1.6,34.6,0.532,0.304
215,47,Fr,Ignas Brazdeikis,74.1,4.6,16.1,6.1,1.7,1.5,36.9,0.5,0.392
216,17,Jr,Iman Shumpert,79.4,5.8,16.4,25.7,0.7,5.0,40.1,0.474,0.278
217,25,So,Immanuel Quickley,78.9,2.1,11.9,11.7,0.5,1.6,47.1,0.409,0.428
218,5,Fr,Isaac Okoro,69.3,6.4,8.8,13.1,3.1,1.7,54.9,0.603,0.28600000000000003
219,34,Sr,Isaiah Canaan,91.2,1.7,9.1,27.7,0.4,2.6,37.9,0.489,0.371
220,59,Sr,Isaiah Cousins,82.4,2.1,11.9,25.1,0.8,2.3,23.3,0.403,0.411
221,49,So,Isaiah Joe,72.1,1.7,11.5,10.0,0.8,2.2,25.3,0.447,0.342
222,45,Jr,Isaiah Roby,77.8,6.6,17.8,12.5,6.4,2.4,40.8,0.496,0.333
223,16,Fr,Isaiah Stewart,80.2,10.6,19.4,6.3,7.0,0.9,59.1,0.59,0.25
224,60,Jr,Isaiah Thomas,79.1,2.5,9.5,32.7,0.2,2.3,49.8,0.512,0.349
225,42,So,Isaiah Whitehead,80.4,1.8,9.8,33.0,4.5,2.1,38.3,0.39,0.365
226,35,So,Ivan Rabb,73.3,10.7,25.7,10.9,3.3,1.3,59.9,0.49,0.4
227,58,Jr,J.P. Tokoto,71.6,6.5,14.4,24.3,1.3,3.0,43.2,0.435,0.375
228,30,Sr,J.R. Giddens,78.7,6.6,27.0,22.5,4.9,2.7,38.6,0.557,0.333
229,19,Fr,JJ Hickson,69.4,12.3,22.8,10.0,5.0,1.5,71.6,0.5920000000000001,0.0
230,2,So,Ja Morant,93.5,4.1,12.6,51.4,2.2,2.4,51.0,0.545,0.368
231,27,Sr,JaJuan Johnson,88.1,7.9,20.2,6.4,6.7,1.5,40.2,0.516,0.294
232,18,So,JaVale McGee,68.8,10.7,18.5,4.9,9.3,1.7,39.0,0.556,0.325
233,56,Sr,Jabari Bird,62.5,3.5,13.2,7.7,0.8,1.3,17.3,0.536,0.365
234,2,Fr,Jabari Parker,76.4,11.4,23.1,8.7,4.0,2.1,42.9,0.504,0.358
235,51,Sr,Jack McClinton,79.8,2.0,8.8,21.1,0.1,1.4,29.5,0.45,0.452
236,28,Jr,Jacob Evans III,76.9,5.2,12.0,20.0,3.7,2.6,30.2,0.47,0.37
237,28,Fr,Jaden McDaniels,74.6,4.4,15.7,14.4,4.4,1.4,33.9,0.445,0.339
238,34,Sr,Jae Crowder,82.4,7.0,20.5,13.5,3.1,4.3,37.2,0.602,0.345
239,3,Fr,Jahlil Okafor,72.8,14.8,18.2,9.4,4.5,1.5,46.2,0.664,0.0
240,43,Fr,Jahmi'us Ramsey,66.8,3.0,12.3,16.1,2.5,2.5,23.2,0.451,0.426
241,47,Sr,Jake Layman,79.1,4.3,14.4,6.8,3.4,2.1,32.9,0.604,0.399
242,9,So,Jakob Poeltl,75.4,11.9,22.0,13.9,4.8,1.2,66.6,0.64,0.0
243,33,Jr,Jalen Brunson,78.8,1.2,9.7,26.6,0.1,1.7,31.3,0.599,0.408
244,59,Jr,Jalen Harris,79.6,2.5,17.5,26.5,0.5,1.9,32.8,0.495,0.362
245,52,So,Jalen McDaniels,78.3,7.3,22.7,15.9,1.9,2.1,28.3,0.5,0.306
246,10,So,Jalen Smith,78.1,11.5,25.4,6.1,8.3,1.3,47.4,0.604,0.368
247,41,Jr,Jamaal Franklin,82.6,5.6,26.3,21.7,2.3,3.0,55.6,0.478,0.279
248,7,Fr,Jamal Murray,87.1,4.9,11.1,12.1,0.9,1.6,28.3,0.502,0.408
249,20,Jr,James Anderson,84.8,6.7,12.9,16.5,2.0,2.4,52.2,0.5489999999999999,0.341
250,50,Sr,James Ennis,83.5,6.3,15.5,14.2,4.1,3.1,37.3,0.5760000000000001,0.358
251,57,Sr,James Gist,77.4,6.7,18.9,9.0,6.7,2.2,39.9,0.537,0.31
252,3,So,James Harden,88.3,5.5,14.6,29.2,1.1,3.1,59.7,0.564,0.35600000000000004
253,16,So,James Johnson,76.3,9.6,19.2,12.3,5.0,2.5,28.7,0.598,0.319
254,17,Fr,James Young,80.2,3.7,11.0,10.8,0.6,1.4,39.3,0.47,0.349
255,24,Jr,Jared Cunningham,85.9,3.5,9.6,15.7,1.3,4.1,60.7,0.502,0.336
256,21,So,Jared Sullinger,72.0,12.5,24.0,8.6,4.0,2.3,51.9,0.531,0.4
257,25,So,Jarell Martin,85.9,9.7,18.1,10.5,1.8,1.9,51.1,0.545,0.269
258,4,Fr,Jaren Jackson Jr.,54.4,8.7,19.7,9.3,14.2,1.6,57.3,0.596,0.396
259,35,Jr,Jarnell Stokes,81.2,15.1,23.2,13.4,2.8,1.4,61.9,0.537,0.0
260,59,Sr,Jaron Blossomgame,85.5,5.9,15.5,9.7,2.9,1.4,38.1,0.565,0.255
261,50,Sr,Jarrell Brantley,84.4,6.6,23.8,15.4,3.0,2.4,34.7,0.5760000000000001,0.31
262,22,Fr,Jarrett Allen,80.4,11.0,18.8,5.5,5.0,1.0,47.2,0.579,0.0
263,6,So,Jarrett Culver,80.6,5.7,17.3,25.9,2.2,2.7,37.7,0.526,0.304
264,41,Sr,Jarvis Varnado,77.9,10.7,23.1,6.2,14.3,1.2,66.5,0.5820000000000001,0.0
265,12,Sr,Jason Thompson,83.4,11.9,28.0,18.0,8.9,1.8,46.7,0.578,0.324
266,39,So,Jawun Evans,70.8,2.8,10.8,44.2,0.5,3.2,38.6,0.453,0.376
267,8,Fr,Jaxson Hayes,50.0,8.8,16.2,2.6,10.6,1.5,59.2,0.728,0.0
268,3,Fr,Jaylen Brown,68.3,4.5,16.5,15.1,2.2,1.7,57.4,0.482,0.294
269,56,So,Jaylen Hands,77.1,1.3,10.5,36.5,0.5,2.3,28.5,0.447,0.373
270,43,So,Jaylen Nowell,85.7,3.5,14.9,20.8,0.8,2.2,28.1,0.525,0.44
271,3,Fr,Jayson Tatum,65.3,4.9,19.7,12.4,3.2,2.3,38.1,0.504,0.342
272,31,Sr,Jeff Ayres,80.2,11.0,21.9,6.7,3.3,1.0,48.3,0.662,0.0
273,19,So,Jeff Teague,79.9,1.7,8.6,20.2,2.0,3.1,59.0,0.502,0.441
274,39,Sr,Jeff Withey,76.0,8.8,20.9,6.2,13.7,1.4,60.4,0.58,1.0
275,31,Sr,Jeffery Taylor,79.5,8.4,12.1,12.6,1.4,2.4,36.9,0.5329999999999999,0.423
276,39,So,Jerami Grant,73.4,9.1,17.2,9.4,2.5,1.7,66.4,0.506,0.0
277,55,Sr,Jeremy Evans,65.3,13.5,17.8,5.9,7.2,1.9,44.1,0.6729999999999999,0.25
278,12,So,Jeremy Lamb,92.1,3.0,11.1,10.1,1.7,2.1,26.7,0.601,0.336
279,19,Sr,Jerian Grant,91.1,1.3,8.3,33.5,1.4,2.8,51.1,0.5720000000000001,0.316
280,32,Sr,Jermaine Taylor,79.8,7.2,12.1,17.3,2.7,2.3,28.1,0.5429999999999999,0.375
281,44,Sr,Jerome Jordan,74.9,9.3,23.8,10.1,7.7,0.9,72.5,0.5529999999999999,0.0
282,13,Jr,Jerome Robinson,89.0,1.6,9.4,19.5,0.4,1.4,34.2,0.5329999999999999,0.409
283,11,Fr,Jerryd Bayless,77.8,1.6,7.5,24.9,0.3,1.7,57.8,0.487,0.415
284,32,Sr,Jevon Carter,88.3,2.3,12.9,35.2,1.2,4.8,30.5,0.441,0.393
285,10,Sr,Jimmer Fredette,89.4,2.0,8.5,28.6,0.1,2.1,36.9,0.491,0.393
286,30,Sr,Jimmy Butler,86.3,8.2,12.0,13.2,1.1,2.4,62.8,0.515,0.345
287,41,Jr,Jodie Meeks,85.9,2.0,8.6,11.7,0.4,2.2,41.2,0.521,0.406
288,8,Jr,Joe Alexander,76.1,6.8,16.8,17.0,5.5,1.4,41.2,0.477,0.289
289,58,Sr,Joe Crawford,80.1,4.2,8.7,16.0,0.6,1.0,32.4,0.5479999999999999,0.364
290,33,Sr,Joe Harris,71.8,2.7,9.8,18.1,0.9,2.2,33.7,0.487,0.4
291,52,Sr,Joel Bolomboy,75.6,12.5,30.6,7.9,3.2,1.1,68.9,0.598,0.34
292,3,Fr,Joel Embiid,45.9,12.7,27.3,11.5,11.7,2.3,83.6,0.639,0.2
293,33,Sr,Joey Dorsey,59.5,15.1,25.6,3.5,7.6,2.4,71.3,0.6509999999999999,0.0
294,19,So,John Collins,66.5,16.4,25.7,4.5,6.6,1.3,58.5,0.624,0.0
295,14,Jr,John Henson,66.8,9.1,25.1,8.0,9.6,1.1,32.9,0.5,0.0
296,23,Jr,John Jenkins,80.9,1.7,8.2,8.4,1.0,1.5,33.4,0.542,0.439
297,1,Fr,John Wall,83.9,2.7,10.1,34.8,1.5,2.9,53.0,0.509,0.325
298,36,Jr,Johnny O'Bryant III,74.2,10.8,16.6,11.5,2.9,1.0,45.5,0.496,0.5
299,38,Sr,Jon Brockman,73.8,15.3,25.7,7.7,0.3,1.6,55.5,0.53,0.0
300,51,Sr,Jon Diebler,88.9,1.3,7.9,11.6,0.4,1.7,27.6,0.525,0.502
301,40,Sr,Jon Leuer,83.1,6.5,22.6,12.8,3.1,1.0,27.7,0.513,0.37
302,6,Fr,Jonathan Isaac,59.9,7.7,25.0,7.5,6.2,2.4,46.1,0.593,0.348
303,6,So,Jonny Flynn,90.7,1.9,5.9,32.6,0.4,2.0,48.0,0.517,0.321
304,22,So,Jordan Adams,72.6,7.5,13.1,14.7,0.6,5.0,44.1,0.551,0.35600000000000004
305,38,Jr,Jordan Bell,72.5,12.4,21.8,11.5,8.5,2.6,41.6,0.6609999999999999,0.154
306,57,Jr,Jordan Bone,81.5,2.0,8.2,30.5,0.4,1.2,22.9,0.514,0.36
307,46,Jr,Jordan Clarkson,86.8,2.9,9.3,23.3,0.6,1.9,41.7,0.5,0.281
308,27,So,Jordan Crawford,79.4,3.4,12.0,20.1,0.6,2.4,27.4,0.501,0.391
309,26,So,Jordan Hamilton,80.0,7.0,18.5,14.6,1.8,1.6,22.1,0.481,0.385
310,8,Jr,Jordan Hill,86.3,15.4,22.2,9.6,5.6,1.5,38.2,0.537,0.0
311,58,Sr,Jordan McRae,80.4,2.6,10.2,17.8,3.3,1.4,41.4,0.493,0.35
312,33,So,Jordan Mickey,80.1,10.5,19.6,7.6,9.7,1.5,38.8,0.514,0.111
313,45,Jr,Jordan Nwora,82.2,6.0,19.8,8.4,0.9,1.3,29.8,0.469,0.402
314,28,So,Jordan Poole,82.6,0.8,9.4,13.0,0.7,2.0,24.4,0.518,0.369
315,36,So,Jordan Williams,81.3,12.6,26.0,3.9,4.1,1.2,57.6,0.5379999999999999,0.0
316,43,Sr,Joseph Young,91.1,1.7,11.4,21.0,0.1,1.8,23.2,0.506,0.364
317,18,Fr,Josh Green,71.7,4.8,11.9,16.0,1.6,2.8,38.0,0.446,0.361
318,45,Sr,Josh Harrellson,71.0,15.2,18.9,5.1,5.2,2.0,26.9,0.631,0.2
319,30,Sr,Josh Hart,82.9,5.9,17.5,18.8,1.0,2.9,36.7,0.579,0.404
320,29,Sr,Josh Huestis,87.6,8.8,18.4,6.8,5.9,1.0,29.5,0.483,0.338
321,4,Fr,Josh Jackson,74.0,8.7,17.4,18.2,3.5,3.1,40.3,0.5489999999999999,0.378
322,20,So,Josh Okogie,67.9,7.3,13.1,15.6,2.8,2.9,50.6,0.4320000000000001,0.38
323,40,Sr,Josh Richardson,90.4,2.9,13.2,24.4,2.0,3.8,31.1,0.509,0.359
324,17,Fr,Jrue Holiday,67.6,6.0,11.8,23.8,2.1,3.5,24.9,0.528,0.307
325,7,Fr,Julius Randle,76.3,13.4,24.7,10.0,2.6,1.0,73.7,0.516,0.16699999999999998
326,21,Jr,Justin Anderson,52.8,3.1,14.5,14.0,2.5,1.6,37.1,0.479,0.452
327,45,Jr,Justin Hamilton,73.9,11.8,15.3,7.0,4.7,1.5,42.8,0.503,0.25
328,32,Sr,Justin Harper,79.1,6.5,18.6,8.9,4.0,1.2,25.7,0.585,0.448
329,43,Fr,Justin Jackson,70.0,7.3,16.4,6.3,3.0,1.8,36.2,0.443,0.441
330,40,Sr,Justin James,95.0,3.2,22.4,33.0,1.6,2.2,47.6,0.457,0.301
331,16,Fr,Justin Patton,63.8,7.7,18.9,8.6,5.9,1.9,29.0,0.684,0.5710000000000001
332,53,Sr,Justin Wright-Foreman,92.8,1.2,11.4,17.6,0.6,1.4,32.1,0.568,0.425
333,51,Sr,Justinian Jessup,88.9,3.3,11.9,12.0,1.6,2.2,17.8,0.468,0.392
334,10,Fr,Justise Winslow,72.3,5.4,19.8,13.2,2.9,2.8,43.8,0.516,0.418
335,32,Jr,K.J. McDaniels,82.4,8.8,15.9,12.7,8.9,2.3,40.2,0.527,0.304
336,32,So,KZ Okpala,76.1,4.1,14.9,13.0,1.4,1.7,47.1,0.493,0.368
337,53,Sr,Kadeem Allen,68.9,1.5,13.7,17.8,2.3,3.1,49.2,0.466,0.4270000000000001
338,54,Jr,Kahlil Felder,91.5,2.2,9.7,50.0,0.5,2.9,46.1,0.485,0.355
339,1,Fr,Karl-Anthony Towns,52.3,14.1,22.2,11.5,11.4,1.4,52.3,0.5770000000000001,0.25
340,15,So,Kawhi Leonard,79.6,11.4,25.9,16.4,1.9,2.8,32.1,0.472,0.284
341,48,Jr,Keita Bates-Diop,81.8,5.7,24.5,10.5,5.9,1.6,27.4,0.547,0.359
342,48,Sr,Keith Benson,81.0,9.1,24.3,6.0,9.8,1.4,57.1,0.555,0.364
343,29,Fr,Keldon Johnson,76.2,5.5,16.5,10.6,0.6,1.5,41.6,0.498,0.381
344,13,Jr,Kelly Olynyk,60.3,11.8,20.1,15.1,5.1,1.6,50.5,0.6609999999999999,0.31
345,15,Fr,Kelly Oubre,52.3,6.4,19.2,8.1,1.8,3.3,44.4,0.4970000000000001,0.358
346,9,Jr,Kemba Walker,92.4,3.9,11.5,28.0,0.5,3.1,42.6,0.471,0.33
347,13,So,Kendall Marshall,77.9,0.5,7.3,45.1,0.5,2.0,35.1,0.527,0.354
348,22,Sr,Kenneth Faried,87.0,19.9,30.9,7.3,8.1,3.4,68.9,0.61,0.0
349,8,So,Kentavious Caldwell-Pope,83.5,4.3,19.7,16.8,1.9,3.8,39.3,0.498,0.373
350,57,Sr,Kevin Hervey,80.3,8.0,20.1,15.2,2.2,2.1,25.7,0.522,0.339
351,19,So,Kevin Huerter,85.5,3.9,13.1,20.0,2.1,1.1,30.9,0.6,0.414
352,9,Fr,Kevin Knox,80.7,3.3,14.5,8.7,1.0,1.5,37.2,0.511,0.341
353,5,Fr,Kevin Love,74.1,15.3,28.6,13.8,5.0,1.5,63.4,0.608,0.354
354,47,Sr,Kevin Murphy,85.8,3.1,15.6,17.0,0.7,1.4,31.1,0.448,0.42
355,30,Fr,Kevon Looney,76.8,12.2,21.0,9.1,3.3,2.5,45.8,0.481,0.415
356,32,Fr,Kezie Okpala,46.5,4.8,9.5,11.6,2.0,1.9,57.1,0.425,0.226
357,39,Jr,Khris Middleton,44.3,5.7,15.8,19.0,1.1,2.1,22.2,0.481,0.257
358,38,Jr,Khyri Thomas,79.5,4.0,11.1,15.4,0.7,3.0,25.4,0.632,0.416
359,44,Sr,Kim English,83.6,3.4,11.9,8.6,0.9,2.3,36.6,0.589,0.459
360,13,So,Kira Lewis Jr.,92.5,2.3,10.7,27.7,1.5,2.5,29.1,0.507,0.364
361,11,Jr,Klay Thompson,83.0,2.6,14.0,25.0,3.1,2.8,33.6,0.466,0.398
362,23,Fr,Kosta Koufos,67.5,12.2,15.7,4.5,7.7,1.0,22.9,0.535,0.349
363,5,Jr,Kris Dunn,76.9,3.5,14.8,41.8,1.9,4.3,46.2,0.477,0.3720000000000001
364,51,Sr,Kris Joseph,80.3,5.5,10.8,8.7,2.2,2.6,40.3,0.467,0.345
365,30,So,Kyle Anderson,80.3,4.5,25.5,34.3,2.7,3.1,49.3,0.48,0.483
366,55,Jr,Kyle Guy,87.6,2.7,12.6,11.9,0.2,1.3,19.0,0.491,0.426
367,27,Jr,Kyle Kuzma,69.6,11.2,22.7,15.0,1.6,1.1,36.3,0.557,0.321
368,49,Sr,Kyle O'Quinn,77.2,11.6,25.0,11.2,9.1,1.1,64.7,0.621,0.214
369,33,Sr,Kyle Singler,86.9,8.0,13.3,8.8,0.8,1.5,30.5,0.4970000000000001,0.321
370,38,Sr,Kyle Weaver,81.9,4.6,16.4,28.5,2.6,3.5,57.7,0.491,0.364
371,48,Sr,Lamar Patterson,80.1,3.8,14.5,29.9,1.2,2.8,38.2,0.484,0.388
372,40,Fr,Lance Stephenson,67.6,7.3,14.0,19.1,0.7,1.9,32.3,0.495,0.219
373,39,Sr,Landry Fields,90.3,7.9,20.6,19.6,2.3,2.6,50.8,0.521,0.337
374,26,So,Landry Shamet,76.3,1.6,9.7,28.8,0.7,1.3,32.7,0.56,0.442
375,27,Sr,Larry Nance Jr.,77.3,6.2,20.5,19.7,4.3,2.3,41.5,0.529,0.341
376,15,Jr,Larry Sanders,64.9,13.1,25.2,7.7,9.1,1.6,45.5,0.547,0.25
377,7,Fr,Lauri Markkanen,77.0,10.0,17.5,5.6,1.8,0.8,43.6,0.545,0.423
378,50,Sr,Lavoy Allen,81.5,9.3,20.2,13.6,5.4,1.3,30.8,0.49,0.294
379,30,Sr,Lazar Hayward,79.5,8.2,21.3,11.2,1.7,3.6,24.7,0.479,0.349
380,58,Sr,Lester Hudson,90.6,6.5,18.3,27.3,1.7,3.3,24.7,0.517,0.345
381,18,Fr,Lonnie Walker IV,68.8,1.7,9.2,13.0,1.8,2.0,20.4,0.487,0.34600000000000003
382,2,Fr,Lonzo Ball,87.6,3.2,14.3,31.4,2.1,2.8,28.6,0.732,0.412
383,52,Jr,Lorenzo Brown,80.4,2.4,11.4,36.7,1.6,3.4,41.9,0.465,0.263
384,37,Jr,Luc Mbah a Moute,61.0,9.5,15.7,9.4,1.7,2.1,29.2,0.507,0.174
385,16,So,Luke Babbitt,93.2,6.5,19.1,10.9,1.9,1.5,43.0,0.517,0.42
386,52,Sr,Luke Harangody,69.9,8.3,24.2,11.8,2.1,0.9,35.1,0.514,0.309
387,12,So,Luke Kennard,88.8,3.9,12.1,13.6,0.9,1.4,38.6,0.525,0.438
388,54,Sr,Maarty Leunen,85.8,7.9,23.5,15.5,1.1,1.5,50.5,0.609,0.4920000000000001
389,51,Sr,Magnum Rolle,72.7,13.3,18.3,5.9,7.0,1.5,38.3,0.514,0.0
390,29,Jr,Malachi Flynn,84.8,2.3,13.5,30.2,0.4,3.1,33.7,0.512,0.368
391,22,Fr,Malachi Richardson,85.1,1.7,12.1,12.8,0.9,2.1,38.1,0.388,0.353
392,36,Sr,Malcolm Brogdon,85.1,2.1,13.3,19.5,0.9,1.8,31.0,0.498,0.391
393,43,Jr,Malcolm Lee,79.5,2.6,7.8,12.9,0.6,1.2,44.6,0.534,0.295
394,19,Fr,Malik Beasley,74.3,5.0,15.1,9.8,0.6,1.8,32.6,0.518,0.387
395,48,Sr,Malik Hairston,75.4,5.8,12.6,14.0,2.9,1.2,41.2,0.5770000000000001,0.433
396,11,Fr,Malik Monk,79.9,1.1,7.2,13.3,1.5,1.6,32.3,0.4970000000000001,0.397
397,25,So,MarShon Brooks,52.5,6.9,11.0,12.5,3.2,2.7,28.3,0.5429999999999999,0.313
398,59,Sr,Marcus Denmon,86.3,3.9,13.8,11.5,0.1,2.7,30.8,0.526,0.407
399,14,Jr,Marcus Morris,70.6,11.5,19.0,11.4,2.4,1.7,51.1,0.62,0.342
400,55,Sr,Marcus Paige,67.2,1.6,7.0,18.6,1.5,2.1,26.3,0.459,0.35600000000000004
401,6,So,Marcus Smart,72.9,5.1,14.9,30.1,1.9,5.0,64.8,0.514,0.299
402,45,Sr,Marcus Thornton,93.2,1.0,7.5,17.9,0.4,1.1,31.3,0.526,0.388
403,54,Sr,Marial Shayok,79.9,5.1,11.7,12.2,0.8,1.7,26.6,0.568,0.384
404,34,Jr,Mario Chalmers,72.7,1.6,9.6,24.4,2.2,5.0,41.0,0.5529999999999999,0.471
405,44,Sr,Markel Brown,86.4,3.5,12.9,16.9,3.1,1.6,48.3,0.525,0.379
406,1,Fr,Markelle Fultz,71.6,4.0,14.0,35.5,3.1,2.4,38.3,0.502,0.413
407,13,Jr,Markieff Morris,60.7,13.9,24.7,11.0,4.9,1.9,46.2,0.625,0.424
408,8,Fr,Marquese Chriss,61.2,9.8,11.7,6.3,5.9,1.9,38.3,0.57,0.35
409,29,Fr,Marquis Teague,81.4,1.6,6.7,25.5,0.8,1.7,33.8,0.438,0.325
410,16,So,Marreese Speights,60.5,12.8,26.2,8.4,5.9,1.0,37.6,0.624,0.0
411,25,Sr,Marshon Brooks,90.9,6.3,14.2,16.0,3.0,2.3,38.4,0.5589999999999999,0.34
412,2,Fr,Marvin Bagley III,74.8,13.8,21.4,8.8,2.6,1.4,47.5,0.647,0.397
413,22,Sr,Mason Plumlee,86.7,9.8,23.3,11.5,4.0,1.7,68.8,0.599,0.0
